,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
229,Male,16,Yes,Quiet,6.91,3.8,18.1,23.7,54.8,41.7,33.9,Fail,256.5,42.75
230,Female,17,Yes,Quiet,7.05,0.8,59.1,58.0,62.4,53.5,60.9,Pass,371.2,61.86666666666667
231,Female,16,Yes,Quiet,6.73,1.7,43.1,32.6,40.8,44.0,42.1,Fail,266.2,44.36666666666667
232,Female,15,Yes,Quiet,6.97,4.9,39.1,47.5,17.8,36.3,39.0,Fail,228.5,38.083333333333336
233,Female,16,Yes,Noisy,6.71,2.8,27.7,24.6,19.6,30.1,26.2,Fail,186.79999999999998,31.13333333333333
234,Female,17,Yes,Noisy,5.65,2.8,67.9,50.7,52.9,60.8,57.9,Pass,366.1,61.01666666666667
235,Female,16,Yes,Moderate,5.51,2.2,53.5,39.3,39.6,33.0,39.5,Fail,291.6,48.6
236,Female,17,Yes,Quiet,8.36,5.3,38.0,38.7,38.0,48.0,40.9,Fail,280.9,46.81666666666666
237,Female,17,Yes,Noisy,6.18,3.3,28.6,38.1,35.3,40.1,33.8,Fail,241.2,40.199999999999996
238,Male,16,Yes,Noisy,6.76,4.7,56.6,50.4,41.1,51.3,45.9,Fail,308.9,51.48333333333333
239,Female,18,Yes,Noisy,8.19,1.6,51.7,55.9,61.0,57.4,57.7,Pass,354.2,59.03333333333333
240,Female,15,No,Moderate,6.73,1.0,36.7,58.6,41.4,53.9,48.9,Fail,318.6,53.1
241,Male,18,Yes,Quiet,7.88,1.4,62.5,62.3,56.9,57.5,61.6,Pass,371.3,61.88333333333333
242,Female,18,Yes,Quiet,6.11,3.4,40.6,59.7,57.2,62.1,51.5,Pass,333.6,55.6
243,Male,16,No,Noisy,8.56,5.0,44.3,36.5,39.6,42.4,43.5,Fail,263.6,43.93333333333334
244,Male,15,No,Noisy,7.23,3.6,40.2,54.0,32.5,47.8,43.0,Fail,276.8,46.13333333333333
245,Female,15,Yes,Moderate,6.97,3.8,43.7,40.1,48.1,25.2,39.4,Fail,256.1,42.68333333333334
246,Male,18,Yes,Quiet,6.84,2.8,39.1,35.5,42.6,42.2,38.7,Fail,267.09999999999997,44.51666666666666
247,Male,16,Yes,Moderate,7.77,0.6,53.3,49.7,46.8,49.0,48.5,Fail,305.2,50.86666666666667
248,Male,15,Yes,Noisy,7.24,5.5,24.2,16.6,31.9,32.5,25.9,Fail,192.7,32.11666666666667
249,Male,18,Yes,Moderate,4.0,3.5,44.2,52.5,41.3,51.3,46.6,Fail,316.2,52.699999999999996
250,Female,15,Yes,Moderate,6.55,3.3,43.8,38.0,48.0,53.6,44.7,Fail,306.90000000000003,51.150000000000006
251,Male,16,Yes,Quiet,7.32,3.8,55.5,42.9,45.3,57.6,54.0,Pass,350.7,58.449999999999996
252,Female,16,Yes,Quiet,6.03,0.0,57.0,54.1,61.6,47.3,54.9,Pass,350.0,58.333333333333336
253,Male,16,Yes,Moderate,6.5,1.7,55.1,39.9,36.2,37.0,40.5,Fail,257.59999999999997,42.93333333333333
254,Male,15,Yes,Noisy,6.61,3.4,30.8,46.9,48.5,37.1,39.1,Fail,249.3,41.550000000000004
255,Male,17,Yes,Quiet,8.59,2.3,57.8,61.7,59.2,54.4,55.7,Pass,360.70000000000005,60.116666666666674
256,Male,15,Yes,Quiet,7.6,2.4,53.5,41.7,55.5,42.6,49.1,Fail,311.7,51.949999999999996
257,Female,17,Yes,Moderate,7.33,4.4,43.6,52.8,42.1,60.2,45.8,Fail,310.7,51.78333333333333
258,Female,16,Yes,Quiet,5.83,2.7,49.2,43.2,43.1,47.0,48.2,Fail,283.0,47.166666666666664
259,Male,18,No,Moderate,6.32,6.1,28.5,19.1,31.0,30.7,24.6,Fail,189.5,31.583333333333332
260,Male,17,Yes,Moderate,7.85,2.4,54.9,50.0,54.7,56.1,50.3,Pass,352.1,58.68333333333334
261,Female,16,Yes,Moderate,7.66,3.7,56.1,56.3,47.3,38.4,49.8,Fail,333.2,55.53333333333333
262,Male,16,Yes,Noisy,5.58,3.2,53.3,48.2,59.9,57.1,55.1,Pass,347.6,57.93333333333334
263,Male,17,Yes,Quiet,8.4,1.6,58.5,63.7,74.4,67.2,65.3,Pass,408.5,68.08333333333333
264,Male,18,Yes,Moderate,6.14,1.0,62.4,59.0,62.5,62.3,55.9,Pass,354.9,59.15
265,Female,16,Yes,Quiet,7.36,2.6,61.2,61.7,59.1,65.9,60.3,Pass,382.9,63.81666666666666
266,Female,17,Yes,Noisy,9.73,5.4,35.8,29.8,47.4,41.3,41.0,Fail,255.60000000000002,42.6
267,Female,18,Yes,Noisy,6.58,1.9,37.5,37.5,29.0,34.5,37.0,Fail,264.2,44.03333333333333
268,Male,18,Yes,Quiet,7.17,3.3,31.4,35.6,46.4,50.2,38.7,Fail,279.6,46.6
269,Male,16,Yes,Quiet,6.44,2.1,49.1,45.1,40.7,42.1,44.3,Fail,268.1,44.68333333333334
270,Female,15,Yes,Quiet,7.18,2.8,37.5,38.7,43.1,31.5,36.8,Fail,239.3,39.88333333333333
271,Female,15,Yes,Moderate,8.43,4.2,36.4,35.8,43.6,46.7,39.3,Fail,270.6,45.1
272,Female,16,Yes,Quiet,6.81,2.7,54.9,64.1,71.3,67.8,64.4,Pass,378.9,63.15
273,Female,18,No,Moderate,6.71,1.6,57.8,49.4,41.6,46.6,47.5,Fail,329.59999999999997,54.93333333333333
274,Male,16,Yes,Moderate,8.1,4.9,39.6,42.7,45.1,49.7,44.9,Fail,264.20000000000005,44.03333333333334
275,Female,17,No,Moderate,5.74,1.6,57.3,55.7,63.6,69.2,65.4,Pass,380.1,63.35
276,Male,15,Yes,Noisy,7.08,3.5,45.6,44.4,58.8,61.3,52.7,Pass,309.0,51.5
277,Female,17,Yes,Quiet,6.27,0.3,78.1,75.6,63.9,74.2,72.6,Pass,428.7,71.45
278,Male,16,Yes,Noisy,6.76,4.4,65.8,56.5,65.3,62.2,60.3,Pass,361.5,60.25
279,Female,16,Yes,Quiet,6.11,6.4,17.6,19.4,15.3,25.1,23.9,Fail,170.20000000000002,28.36666666666667
280,Female,18,Yes,Quiet,5.57,2.5,60.9,56.9,63.3,59.1,63.5,Pass,360.0,60.0
281,Female,18,Yes,Moderate,4.79,1.0,51.2,54.5,58.5,62.1,58.2,Pass,344.1,57.35
282,Female,18,Yes,Moderate,6.55,3.7,52.4,55.9,54.2,43.3,47.9,Fail,339.70000000000005,56.616666666666674
283,Male,17,Yes,Quiet,7.23,2.6,28.2,32.4,26.0,27.8,28.9,Fail,206.59999999999997,34.43333333333333
284,Female,18,Yes,Moderate,7.81,5.7,24.8,24.8,18.0,40.8,26.9,Fail,164.2,27.366666666666664
285,Male,16,Yes,Quiet,5.66,1.6,37.8,4.6,15.2,23.1,16.1,Fail,164.29999999999998,27.38333333333333
286,Male,18,Yes,Noisy,7.15,0.5,41.9,45.1,56.7,40.9,43.6,Fail,319.4,53.23333333333333
287,Male,15,Yes,Moderate,7.56,3.0,47.0,46.1,58.4,60.5,54.4,Pass,341.79999999999995,56.96666666666666
288,Male,18,Yes,Moderate,7.36,3.4,56.0,65.6,60.8,47.2,58.3,Pass,371.79999999999995,61.96666666666666
289,Female,17,Yes,Noisy,7.26,1.3,61.3,56.9,49.8,71.0,58.8,Pass,358.6,59.76666666666667
290,Male,15,Yes,Moderate,4.84,3.9,68.4,75.2,68.2,71.3,71.9,Pass,434.6,72.43333333333334
291,Male,15,Yes,Moderate,6.88,2.6,64.7,41.7,50.9,47.0,51.5,Pass,318.90000000000003,53.150000000000006
292,Male,15,Yes,Moderate,6.92,2.1,61.8,46.5,57.6,61.3,55.6,Pass,357.6,59.6
293,Female,17,No,Moderate,7.55,3.3,67.3,49.0,53.1,39.2,48.6,Fail,344.80000000000007,57.466666666666676
294,Female,16,Yes,Quiet,8.39,2.1,58.2,44.9,36.1,35.4,43.0,Fail,271.5,45.25
295,Female,18,No,Quiet,6.74,1.4,52.0,59.9,49.9,49.0,54.5,Pass,308.3,51.38333333333333
296,Female,15,Yes,Quiet,6.66,0.1,46.5,40.8,69.0,62.9,55.4,Pass,338.3,56.38333333333333
297,Male,15,Yes,Moderate,7.13,1.6,36.7,31.9,35.0,49.6,37.2,Fail,265.29999999999995,44.21666666666666
298,Male,15,Yes,Quiet,7.02,6.2,29.2,25.4,31.9,33.9,33.6,Fail,248.7,41.449999999999996
299,Female,16,Yes,Quiet,7.43,2.6,38.9,40.7,36.1,51.5,43.4,Fail,281.9,46.98333333333333
300,Male,16,Yes,Quiet,7.53,1.0,48.6,51.9,49.5,60.3,53.2,Pass,342.9,57.15
301,Male,17,Yes,Moderate,6.82,4.4,64.2,57.5,74.7,78.0,67.1,Pass,401.2,66.86666666666666
302,Male,16,Yes,Moderate,7.5,2.4,37.1,49.7,56.0,38.6,48.4,Fail,289.90000000000003,48.31666666666667
303,Female,18,Yes,Moderate,6.78,2.9,40.6,39.7,40.9,28.1,36.9,Fail,261.40000000000003,43.56666666666667
304,Female,17,Yes,Quiet,5.55,2.9,45.8,40.9,48.0,29.2,42.6,Fail,300.29999999999995,50.04999999999999
305,Male,17,Yes,Noisy,5.84,4.7,23.7,22.6,16.9,23.0,23.3,Fail,179.89999999999998,29.98333333333333
306,Female,18,Yes,Moderate,4.67,0.5,53.4,54.4,43.3,54.6,51.0,Pass,330.7,55.11666666666667
307,Female,18,No,Moderate,8.66,4.7,42.9,28.7,32.3,38.4,38.4,Fail,240.5,40.083333333333336
308,Female,18,Yes,Noisy,8.29,3.6,54.2,46.6,58.1,49.5,55.3,Pass,325.2,54.199999999999996
309,Female,17,Yes,Noisy,8.03,2.6,49.4,55.2,69.3,63.2,58.5,Pass,382.4,63.73333333333333
310,Female,17,Yes,Moderate,6.78,1.2,65.1,62.5,52.4,68.6,63.0,Pass,359.8,59.96666666666667
311,Male,17,Yes,Noisy,7.98,2.1,53.5,43.9,40.5,33.3,40.1,Fail,269.9,44.98333333333333
312,Female,18,Yes,Moderate,7.9,2.6,37.8,55.5,46.8,47.9,48.9,Fail,303.3,50.550000000000004
313,Male,18,Yes,Quiet,5.55,5.2,58.2,40.3,42.2,49.0,53.1,Pass,314.4,52.4
314,Male,15,Yes,Quiet,6.21,4.7,54.8,58.1,56.0,58.2,58.3,Pass,354.1,59.01666666666667
315,Female,16,Yes,Moderate,7.54,1.9,56.6,48.5,46.3,48.3,49.3,Fail,330.9,55.15
316,Male,15,Yes,Moderate,6.51,5.5,32.5,56.8,40.6,27.1,38.9,Fail,295.9,49.31666666666666
317,Male,18,Yes,Moderate,6.29,3.9,46.4,41.6,50.4,36.0,38.1,Fail,266.6,44.43333333333334
318,Male,17,Yes,Noisy,7.82,3.2,54.3,36.5,37.9,43.0,45.3,Fail,291.1,48.51666666666667
319,Female,18,No,Moderate,6.17,2.1,27.0,35.8,40.7,44.4,38.2,Fail,246.00000000000003,41.00000000000001
320,Female,16,Yes,Quiet,9.48,1.6,31.0,28.5,24.8,29.5,29.7,Fail,227.4,37.9
321,Male,15,No,Quiet,8.59,3.3,38.9,49.4,30.5,39.4,39.7,Fail,295.5,49.25
322,Female,15,Yes,Noisy,6.79,3.1,41.6,55.4,70.3,72.8,56.8,Pass,366.1,61.01666666666667
323,Female,17,Yes,Noisy,8.25,1.9,39.1,58.2,40.1,43.3,45.4,Fail,311.2,51.86666666666667
324,Female,15,Yes,Moderate,7.19,4.2,45.3,37.8,34.6,31.7,37.6,Fail,242.49999999999997,40.416666666666664
325,Female,15,No,Noisy,6.58,2.7,39.0,46.1,37.4,45.7,41.7,Fail,298.9,49.81666666666666
326,Male,18,Yes,Noisy,8.98,3.1,77.5,83.0,69.2,73.0,73.9,Pass,472.5,78.75
327,Male,15,No,Noisy,7.39,4.1,43.0,53.4,50.2,39.5,48.3,Fail,302.40000000000003,50.400000000000006
328,Female,15,Yes,Quiet,6.11,3.7,33.6,35.1,53.1,22.3,36.4,Fail,260.6,43.43333333333334
329,Female,15,Yes,Moderate,7.46,0.1,68.3,61.3,56.7,64.8,63.0,Pass,365.40000000000003,60.900000000000006
330,Male,17,Yes,Quiet,8.68,3.6,17.9,18.1,22.9,44.8,29.0,Fail,193.39999999999998,32.23333333333333
331,Male,17,Yes,Noisy,7.0,2.5,74.0,83.3,78.8,75.5,76.5,Pass,466.3,77.71666666666667
332,Female,18,Yes,Noisy,7.21,1.8,50.7,39.8,58.1,52.7,47.6,Fail,348.9,58.15
333,Male,15,Yes,Moderate,6.7,2.6,23.2,38.5,47.8,39.2,38.1,Fail,229.5,38.25
334,Female,17,Yes,Moderate,7.35,2.0,50.8,60.0,55.6,61.0,53.9,Pass,354.20000000000005,59.03333333333334
335,Female,17,Yes,Moderate,6.02,2.7,56.4,51.2,54.5,43.0,52.5,Pass,346.6,57.76666666666667
336,Male,18,Yes,Moderate,6.2,2.5,66.0,51.3,54.4,49.8,55.9,Pass,374.9,62.48333333333333
337,Male,16,Yes,Quiet,6.66,3.5,56.2,48.4,52.0,50.4,52.6,Pass,326.6,54.43333333333334
338,Female,15,Yes,Moderate,7.17,0.2,63.6,72.6,68.5,50.4,66.0,Pass,410.5,68.41666666666667
339,Female,17,Yes,Quiet,8.11,2.8,49.0,50.5,42.1,50.2,44.6,Fail,317.5,52.916666666666664
340,Male,18,Yes,Noisy,6.85,2.5,70.9,70.8,76.9,62.1,69.9,Pass,447.3,74.55
341,Female,18,Yes,Moderate,7.83,5.9,30.7,38.4,34.8,18.8,30.5,Fail,220.2,36.699999999999996
342,Male,18,Yes,Noisy,6.56,0.0,51.8,44.7,44.7,47.3,44.7,Fail,304.7,50.78333333333333
343,Female,17,No,Moderate,7.59,3.9,31.6,41.4,29.9,30.6,33.3,Fail,227.5,37.916666666666664
344,Male,15,Yes,Quiet,8.2,3.2,67.0,49.2,58.6,51.7,58.1,Pass,350.20000000000005,58.366666666666674
345,Male,16,Yes,Quiet,6.88,3.6,31.5,39.1,25.1,35.4,32.0,Fail,228.6,38.1
346,Male,15,Yes,Noisy,7.35,1.8,55.3,43.1,64.1,53.1,57.6,Pass,331.0,55.166666666666664
347,Female,18,Yes,Moderate,6.41,3.0,58.0,40.3,54.8,45.5,46.6,Fail,342.2,57.03333333333333
348,Female,18,Yes,Quiet,7.59,2.7,50.1,38.6,44.7,43.3,43.2,Fail,290.79999999999995,48.46666666666666
349,Male,16,Yes,Quiet,4.2,7.8,59.8,59.1,71.3,52.4,58.7,Pass,364.1,60.68333333333334
350,Female,15,Yes,Moderate,5.37,2.0,41.2,50.0,50.4,48.1,48.6,Fail,302.29999999999995,50.383333333333326
351,Male,18,Yes,Quiet,7.57,1.3,58.8,55.6,59.0,67.2,61.6,Pass,349.00000000000006,58.16666666666668
352,Male,18,Yes,Quiet,5.36,5.5,45.9,46.7,50.8,55.1,47.2,Fail,324.9,54.15
353,Female,15,Yes,Moderate,6.51,3.0,58.5,42.6,51.7,71.4,56.4,Pass,337.6,56.26666666666667
354,Female,18,Yes,Moderate,8.4,3.3,34.3,48.4,35.4,45.3,40.3,Fail,264.5,44.083333333333336
355,Male,15,No,Moderate,7.86,4.2,51.7,62.0,61.9,59.0,58.6,Pass,380.29999999999995,63.383333333333326
356,Female,18,Yes,Noisy,9.39,2.6,54.5,58.1,55.6,59.4,55.8,Pass,345.4,57.56666666666666
357,Female,15,Yes,Moderate,7.08,1.9,42.7,34.4,54.8,40.6,44.3,Fail,293.69999999999993,48.94999999999999
358,Male,16,Yes,Noisy,6.92,2.7,53.9,45.7,52.8,37.3,45.4,Fail,296.8,49.46666666666667
359,Male,18,Yes,Quiet,7.01,1.2,59.2,59.9,67.0,49.2,55.6,Pass,353.3,58.88333333333333
360,Female,16,Yes,Quiet,6.08,0.3,67.1,73.9,63.8,58.1,67.6,Pass,391.1,65.18333333333334
361,Male,18,Yes,Quiet,6.79,1.2,58.7,70.9,65.9,65.5,62.4,Pass,390.7,65.11666666666666
362,Male,18,Yes,Quiet,5.74,0.0,72.1,74.8,79.6,82.4,81.6,Pass,439.7,73.28333333333333
363,Female,17,Yes,Noisy,8.17,2.0,44.2,44.3,45.7,44.9,46.3,Fail,306.79999999999995,51.133333333333326
364,Male,15,Yes,Noisy,7.74,1.8,35.3,52.1,49.2,44.8,45.1,Fail,326.5,54.416666666666664
365,Male,16,Yes,Moderate,5.84,3.4,59.9,68.0,63.6,70.7,61.7,Pass,402.79999999999995,67.13333333333333
366,Female,16,Yes,Moderate,6.33,2.7,50.9,59.3,71.7,71.6,63.2,Pass,372.9,62.15
367,Female,16,Yes,Moderate,7.39,2.3,57.1,48.4,50.4,45.5,51.2,Pass,332.70000000000005,55.45000000000001
368,Male,15,Yes,Moderate,7.27,4.3,45.3,36.7,32.3,25.6,34.4,Fail,221.10000000000002,36.85
369,Male,17,Yes,Quiet,5.95,1.9,34.3,39.6,43.8,51.7,41.6,Fail,269.5,44.916666666666664
370,Female,16,Yes,Moderate,7.07,0.8,50.9,48.3,51.5,46.4,48.1,Fail,308.59999999999997,51.43333333333333
371,Female,15,Yes,Moderate,7.57,0.0,80.1,69.5,61.6,57.2,66.3,Pass,420.4,70.06666666666666
372,Female,18,Yes,Quiet,7.6,2.5,57.7,46.2,52.9,62.6,53.5,Pass,353.4,58.9
373,Female,16,Yes,Quiet,8.68,2.4,44.5,48.8,54.3,57.1,50.4,Pass,303.7,50.61666666666667
374,Male,16,Yes,Quiet,7.25,4.4,43.9,59.1,62.5,41.6,49.7,Fail,339.0,56.5
375,Female,17,Yes,Moderate,5.76,1.2,50.5,30.7,44.2,41.2,41.3,Fail,269.6,44.93333333333334
376,Female,16,Yes,Quiet,5.94,3.6,60.4,52.8,43.3,45.3,52.4,Pass,333.3,55.550000000000004
377,Male,16,Yes,Moderate,8.26,0.0,39.9,45.8,57.5,44.5,46.4,Fail,292.7,48.78333333333333
378,Female,18,Yes,Moderate,8.61,0.6,41.5,49.0,58.5,43.5,47.6,Fail,308.5,51.416666666666664
379,Male,15,Yes,Quiet,6.97,3.1,54.7,42.3,45.3,36.6,45.6,Fail,282.1,47.01666666666667
380,Female,15,Yes,Noisy,7.38,3.5,43.7,47.0,43.2,46.3,45.2,Fail,293.9,48.98333333333333
381,Female,17,Yes,Moderate,7.09,0.0,62.2,88.2,72.0,76.2,74.5,Pass,425.3,70.88333333333334
382,Female,18,Yes,Quiet,6.7,1.3,59.7,62.1,56.1,57.5,60.3,Pass,352.9,58.81666666666666
383,Male,15,No,Noisy,5.51,2.6,14.8,17.5,28.7,24.0,22.2,Fail,167.7,27.95
384,Male,18,Yes,Quiet,7.48,2.4,43.4,50.9,43.0,51.3,46.6,Fail,290.6,48.43333333333334
385,Female,15,Yes,Noisy,8.78,3.3,60.6,62.4,68.6,71.9,66.7,Pass,394.5,65.75
386,Male,18,Yes,Moderate,7.17,3.9,45.1,49.9,48.1,44.0,48.7,Fail,307.1,51.18333333333334
387,Male,17,Yes,Quiet,6.7,0.6,42.8,39.2,44.1,39.2,42.5,Fail,297.70000000000005,49.616666666666674
388,Male,16,Yes,Moderate,6.57,3.2,51.6,48.5,42.7,36.4,45.1,Fail,277.5,46.25
389,Male,17,No,Quiet,7.5,1.4,31.1,38.7,41.6,36.4,37.1,Fail,239.3,39.88333333333333
390,Male,15,Yes,Quiet,8.15,3.0,39.0,38.7,45.1,42.5,41.0,Fail,276.8,46.13333333333333
391,Male,17,Yes,Quiet,7.53,1.8,51.3,39.0,49.7,59.0,49.7,Fail,294.2,49.03333333333333
392,Female,16,Yes,Quiet,5.13,4.1,60.6,58.1,61.0,58.4,58.5,Pass,370.3,61.71666666666667
393,Female,17,Yes,Moderate,8.74,3.4,46.3,47.6,49.8,46.7,45.8,Fail,306.4,51.06666666666666
394,Male,15,Yes,Noisy,7.83,1.0,43.8,42.1,30.8,31.1,36.4,Fail,262.40000000000003,43.73333333333334
395,Female,15,Yes,Noisy,6.82,0.0,45.8,39.9,26.5,53.3,36.3,Fail,301.8,50.300000000000004
396,Female,17,Yes,Quiet,6.47,4.3,44.1,43.1,37.7,29.9,39.4,Fail,265.1,44.18333333333334
397,Female,16,Yes,Moderate,6.55,1.4,69.6,49.9,53.7,48.2,54.3,Pass,337.59999999999997,56.26666666666666
398,Female,17,Yes,Quiet,7.86,1.6,47.3,67.6,51.1,40.2,58.3,Pass,348.9,58.15
399,Male,16,No,Moderate,5.02,3.6,67.0,64.7,58.8,61.5,60.4,Pass,382.2,63.699999999999996
400,Female,18,No,Noisy,7.51,1.0,71.4,64.6,58.8,67.7,66.2,Pass,396.2,66.03333333333333
401,Female,16,Yes,Quiet,7.28,2.8,36.9,58.5,65.6,60.9,61.5,Pass,380.2,63.36666666666667
402,Male,18,Yes,Noisy,7.27,2.5,57.1,66.2,60.9,33.5,55.9,Pass,354.90000000000003,59.150000000000006
403,Male,17,Yes,Noisy,5.84,2.4,65.8,53.4,59.6,67.4,61.7,Pass,363.59999999999997,60.599999999999994
404,Female,16,Yes,Moderate,5.3,4.3,34.8,35.8,19.0,30.0,28.2,Fail,204.0,34.0
405,Female,18,Yes,Moderate,9.24,3.2,50.1,54.7,61.7,71.7,62.5,Pass,350.7,58.449999999999996
406,Female,18,Yes,Moderate,7.13,4.0,43.6,30.9,30.0,52.5,42.4,Fail,252.9,42.15
407,Female,18,Yes,Noisy,8.94,2.1,52.7,47.5,40.2,49.0,50.6,Pass,326.9,54.48333333333333
408,Female,15,Yes,Moderate,7.9,1.4,35.9,34.3,11.6,26.6,28.7,Fail,199.49999999999997,33.24999999999999
409,Female,17,Yes,Quiet,7.11,4.1,33.4,30.1,23.6,24.2,29.7,Fail,184.2,30.7
410,Male,18,Yes,Moderate,7.23,1.6,59.0,49.1,58.4,71.6,61.7,Pass,376.70000000000005,62.78333333333334
411,Female,16,Yes,Quiet,8.08,2.7,45.8,31.3,37.9,25.2,35.5,Fail,248.2,41.36666666666667
412,Female,18,Yes,Noisy,8.19,3.1,48.9,58.4,60.5,58.9,56.6,Pass,346.6,57.76666666666667
413,Male,15,No,Noisy,7.48,1.3,43.1,52.7,57.7,48.1,50.2,Pass,312.3,52.050000000000004
414,Male,17,Yes,Moderate,8.09,1.4,55.1,57.7,56.4,62.6,62.0,Pass,364.1,60.68333333333334
415,Male,15,Yes,Moderate,8.14,2.1,11.7,35.5,32.6,24.6,24.0,Fail,199.5,33.25
416,Male,15,Yes,Noisy,7.33,3.6,46.7,45.1,58.4,42.4,45.3,Fail,313.90000000000003,52.31666666666667
417,Female,15,Yes,Quiet,6.4,3.0,54.2,54.0,45.6,49.6,52.2,Pass,299.40000000000003,49.900000000000006
418,Female,16,Yes,Moderate,7.5,0.5,78.9,58.4,53.9,63.4,64.2,Pass,372.3,62.050000000000004
419,Female,17,Yes,Moderate,6.25,5.4,33.7,19.3,29.3,42.7,33.1,Fail,221.39999999999998,36.9
420,Female,17,Yes,Moderate,6.62,3.1,37.8,46.6,31.4,48.1,40.9,Fail,254.8,42.46666666666667
421,Female,16,Yes,Quiet,7.4,1.9,64.9,69.9,54.2,77.3,68.8,Pass,412.3,68.71666666666667
422,Female,17,Yes,Moderate,6.92,2.3,29.5,47.9,66.2,49.0,45.8,Fail,318.5,53.083333333333336
423,Male,15,Yes,Moderate,8.32,2.1,45.0,36.2,34.8,30.6,35.8,Fail,243.29999999999998,40.55
424,Female,17,Yes,Quiet,6.34,1.9,56.2,62.6,58.8,53.5,61.1,Pass,372.1,62.01666666666667
425,Male,16,Yes,Quiet,4.87,4.2,45.4,41.7,55.7,42.7,48.4,Fail,307.3,51.21666666666667
426,Male,15,No,Quiet,8.31,6.1,51.9,42.0,50.9,45.1,48.4,Fail,311.8,51.96666666666667
427,Female,16,Yes,Quiet,7.05,1.7,40.8,53.7,48.6,49.5,47.4,Fail,266.8,44.46666666666667
428,Male,18,Yes,Moderate,7.1,1.8,39.0,44.4,28.5,53.1,40.0,Fail,272.1,45.35
429,Female,15,Yes,Moderate,6.21,2.4,48.9,46.4,52.9,35.4,45.0,Fail,289.6,48.26666666666667
430,Male,15,Yes,Quiet,5.12,0.4,48.8,61.3,50.4,49.2,51.6,Pass,329.20000000000005,54.866666666666674
431,Female,17,Yes,Moderate,6.18,3.3,44.4,55.1,54.9,52.6,49.0,Fail,319.6,53.26666666666667
432,Male,15,Yes,Moderate,7.57,2.8,69.0,73.8,75.7,72.7,73.6,Pass,416.79999999999995,69.46666666666665
433,Female,16,Yes,Quiet,6.8,2.7,65.9,42.9,47.5,52.9,56.8,Pass,331.0,55.166666666666664
434,Female,17,No,Moderate,6.67,0.0,65.7,70.1,69.1,64.3,65.9,Pass,398.90000000000003,66.48333333333333
435,Female,18,Yes,Moderate,5.3,0.0,60.5,71.8,68.7,49.1,61.8,Pass,395.4,65.89999999999999
436,Female,16,Yes,Quiet,8.81,1.9,26.7,42.9,48.6,48.7,42.6,Fail,277.4,46.23333333333333
437,Female,18,Yes,Quiet,6.94,3.5,40.6,37.4,52.6,41.7,40.1,Fail,273.8,45.63333333333333
438,Male,18,Yes,Noisy,9.34,0.0,54.8,47.5,54.1,44.9,51.9,Pass,304.5,50.75
439,Male,18,Yes,Moderate,7.37,3.8,62.4,54.1,47.4,57.2,58.8,Pass,379.90000000000003,63.31666666666667
440,Male,15,Yes,Moderate,8.55,2.0,61.6,52.2,55.9,40.4,52.8,Pass,347.80000000000007,57.966666666666676
441,Female,16,Yes,Moderate,6.28,1.3,61.0,51.7,50.5,50.6,53.3,Pass,339.59999999999997,56.599999999999994
442,Male,16,Yes,Noisy,5.49,2.6,60.8,65.7,63.2,65.8,66.3,Pass,370.5,61.75
443,Female,15,Yes,Noisy,6.81,0.6,44.3,49.9,41.7,40.2,40.8,Fail,264.09999999999997,44.01666666666666
444,Female,17,Yes,Quiet,7.56,0.0,66.2,60.1,74.7,66.7,67.8,Pass,430.6,71.76666666666667
445,Male,18,No,Moderate,7.67,4.3,38.9,42.4,51.2,56.0,47.2,Fail,329.9,54.98333333333333
446,Male,16,Yes,Moderate,7.39,2.4,54.2,60.7,41.0,46.3,47.5,Fail,323.79999999999995,53.96666666666666
447,Female,15,Yes,Quiet,9.29,1.4,44.7,53.2,50.3,47.0,46.0,Fail,299.09999999999997,49.849999999999994
448,Male,18,Yes,Noisy,7.39,1.6,51.5,48.5,64.9,60.1,56.9,Pass,343.7,57.28333333333333
449,Female,17,Yes,Moderate,6.69,1.3,29.9,53.8,49.3,68.0,49.3,Fail,307.3,51.21666666666667
450,Female,17,Yes,Quiet,6.77,2.0,61.4,54.6,54.9,71.4,61.0,Pass,403.3,67.21666666666667
451,Female,18,Yes,Noisy,6.19,2.3,48.2,59.1,60.1,56.9,56.2,Pass,347.4,57.9
452,Female,17,Yes,Quiet,7.29,3.5,49.0,53.4,45.8,49.2,48.9,Fail,328.5,54.75
453,Female,16,No,Quiet,8.08,1.5,35.6,29.9,48.4,27.2,35.7,Fail,261.1,43.51666666666667
454,Male,16,Yes,Moderate,8.41,0.9,46.7,43.7,38.0,45.4,44.2,Fail,268.7,44.78333333333333
455,Male,16,Yes,Quiet,6.7,1.7,63.4,66.8,68.1,60.0,64.1,Pass,393.59999999999997,65.6
456,Female,17,Yes,Moderate,6.95,6.2,56.3,41.1,54.0,43.9,52.2,Pass,313.3,52.21666666666667
457,Female,16,Yes,Quiet,6.36,2.7,60.3,55.6,53.6,62.2,59.8,Pass,380.8,63.46666666666667
458,Male,15,No,Quiet,7.97,3.1,65.2,61.6,60.6,52.2,60.1,Pass,378.70000000000005,63.116666666666674
459,Male,16,Yes,Quiet,5.77,2.1,67.9,49.6,54.4,45.6,52.1,Pass,338.8,56.46666666666667
460,Female,16,Yes,Moderate,6.28,5.1,56.4,35.4,44.5,37.0,43.5,Fail,289.0,48.166666666666664
